order_id,product_id,quantity
O0000022698,9,1
O0000012130,10,1
O0000024412,5,3
O0000008272,7,2
O0000033218,6,3
O0000037656,9,3
O0000039046,19,1
O0000031198,22,5
O0000028200,13,4
O0000013006,20,3
O0000024123,24,1
O0000032050,6,1
O0000001416,22,1
O0000008834,9,1
O0000002806,10,5
O0000014221,17,1
O0000022001,8,4
O0000006987,19,3
O0000026105,11,4
O0000015467,18,4
O0000002514,4,5
O0000038086,18,2
O0000011155,20,1
O0000003445,3,4
O0000011936,19,2
O0000013452,3,1
O0000022288,11,5
O0000034044,21,2
O0000041812,9,2
O0000008429,5,3
O0000033460,13,4
O0000003576,4,1
O0000006448,7,2
O0000025597,12,3
O0000015896,17,3
O0000031618,12,3
O0000014562,22,1
O0000033840,4,5
O0000022995,16,4
O0000021618,8,1
O0000004072,20,3
O0000008229,8,3
O0000005730,12,5
O0000024708,11,2
O0000014742,19,2
O0000036854,5,2
O0000031515,22,3
O0000023728,18,4
O0000038648,12,2
O0000034743,22,3
O0000011047,9,2
O0000031432,9,4
O0000030620,15,1
O0000034472,4,1
O0000037225,18,4
O0000001653,24,2
O0000042147,3,4
O0000003363,23,5
O0000024706,21,1
O0000019926,3,1
O0000021722,9,5
O0000039953,15,2
O0000001714,21,1
O0000001871,3,5
O0000029968,11,4
O0000030385,21,5
O0000028184,11,5
O0000037431,5,2
O0000011080,5,1
O0000014892,18,4
O0000000323,5,2
O0000012404,19,3
O0000003693,2,5
O0000017440,5,4
O0000039164,12,3
O0000030178,11,1
O0000013114,22,3
O0000038793,6,2
O0000028559,18,2
O0000020622,23,2
O0000016413,15,1
O0000002747,5,4
O0000009873,19,4
O0000035452,20,5
O0000039648,18,1
O0000028310,23,4
O0000013068,9,4
O0000001311,10,3
O0000023490,4,2
O0000041277,24,1
O0000021308,6,5
O0000012679,21,1
O0000028744,6,5
O0000034047,15,3
O0000007408,1,5
O0000039815,15,1
O0000024020,17,1
O0000016986,1,3
O0000008699,21,2
O0000001360,24,3
O0000000727,1,1
O0000011467,23,3
O0000012254,5,5
O0000036068,8,1
O0000010110,19,1
O0000038580,3,2
O0000025109,14,2
O0000038366,18,2
O0000015926,7,2
O0000035541,8,1
O0000020575,15,3
O0000024936,2,3
O0000039603,19,5
O0000035633,2,5
O0000002771,2,1
O0000020399,22,5
O0000028885,23,1
O0000029864,23,2
O0000033563,15,5
O0000024632,6,5
O0000016300,21,5
O0000004851,1,1
O0000042903,1,3
O0000004408,23,3
O0000017777,7,1
O0000017529,6,4
O0000000181,4,2
O0000020340,23,5
O0000004903,9,3
O0000005182,10,3
O0000021778,23,4
O0000041977,13,4
O0000001898,18,2
O0000017264,1,4
O0000036784,22,3
O0000023418,4,1
O0000028672,1,4
O0000035939,2,4
O0000005863,6,2
O0000023456,12,5
O0000001738,15,1
O0000028332,14,5
O0000011820,16,1
O0000004424,16,4
O0000014436,11,5
O0000014445,11,5
O0000030450,22,2
O0000008232,6,2
O0000028304,11,5
O0000028693,10,5
O0000014368,2,1
O0000001366,14,2
O0000017769,13,5
O0000029680,23,1
O0000028308,24,3
O0000022332,5,3
O0000034709,23,4
O0000018720,3,2
O0000011748,13,2
O0000021585,23,5
O0000039609,2,2
O0000035303,13,3
O0000033903,2,1
O0000034830,18,1
O0000015294,18,3
O0000012918,18,1
O0000029563,12,5
O0000033701,20,2
O0000041353,16,3
O0000014416,20,2
O0000040736,11,4
O0000015069,1,4
O0000032103,15,5
O0000006709,9,3
O0000025316,17,2
O0000018645,21,4
O0000034750,2,1
O0000042095,24,2
O0000021371,12,2
O0000013840,4,4
O0000002510,13,1
O0000008217,2,4
O0000005843,19,3
O0000021498,21,1
O0000008346,20,5
O0000042780,1,5
O0000042834,23,3
O0000031627,5,5
O0000029682,22,5
O0000037035,23,2
O0000008163,15,2
O0000028168,16,5
O0000002494,16,4
O0000018432,11,1
O0000017447,15,3
O0000009599,14,5
O0000018246,23,4
O0000041507,5,5
O0000001839,21,1
O0000012457,9,2
O0000014839,19,3
O0000008664,7,4
O0000029609,17,3
O0000016586,19,3
O0000039580,20,4
O0000031453,7,2
O0000014005,22,4
O0000034914,12,2
O0000007320,1,5
O0000025981,15,4
O0000031715,15,4
O0000033464,1,3
O0000012644,19,5
O0000014402,13,4
O0000026297,23,4
O0000036452,20,2
O0000017398,14,2
O0000011053,19,3
O0000008902,11,3
O0000015543,11,4
O0000004210,10,2
O0000020843,4,2
O0000002947,20,5
O0000017339,8,5
O0000011871,11,2
O0000022966,2,5
O0000035412,10,4
O0000028716,21,4
O0000029390,2,1
O0000018404,5,5
O0000006527,16,3
O0000011569,2,4
O0000016988,12,1
O0000024120,24,3
O0000030848,16,4
O0000018806,9,2
O0000040395,17,2
O0000009672,8,5
O0000026171,13,2
O0000009903,6,3
O0000026170,7,5
O0000023701,21,2
O0000014354,3,4
O0000024550,21,5
O0000025935,6,2
O0000020224,8,1
O0000003929,3,5
O0000039154,24,1
O0000012745,23,4
O0000025297,4,4
O0000027642,16,4
O0000026398,13,3
O0000030762,9,3
O0000003587,10,1
O0000037186,13,3
O0000025985,18,2
O0000009048,14,5
O0000023072,15,4
O0000028577,5,2
O0000012085,22,3
O0000032347,15,3
O0000015061,13,1
O0000027772,17,5
O0000042462,18,4
O0000003650,19,3
O0000001258,22,3
O0000010330,16,1
O0000010377,21,3
O0000011466,10,3
O0000010804,14,1
O0000016923,14,2
O0000040956,22,4
O0000041130,21,2
O0000012797,22,1
O0000029150,19,1
O0000040747,14,1
O0000033772,10,1
O0000005761,1,3
O0000006838,21,3
O0000013325,16,2
O0000015197,1,2
O0000001398,3,1
O0000010556,5,3
O0000028983,15,5
O0000009445,5,4
O0000014786,23,5
O0000015763,18,3
O0000035898,10,5
O0000020129,21,4
O0000031815,11,1
O0000030198,4,1
O0000030813,20,2
O0000005217,17,2
O0000028974,14,3
O0000002519,2,5
O0000038328,22,2
O0000011568,22,2
O0000011684,4,2
O0000010246,19,1
O0000013431,17,4
O0000014422,2,5
O0000037395,1,2
O0000000514,18,3
O0000018001,8,2
O0000025217,17,3
O0000020705,24,1
O0000022834,10,3
O0000038988,7,1
O0000017962,13,4
O0000011793,19,4
O0000029788,19,4
O0000011255,16,1
O0000025916,13,1
O0000001379,3,2
O0000028840,24,1
O0000033960,18,4
O0000000381,19,5
O0000012482,9,1
O0000038344,16,2
O0000041756,22,4
O0000036413,3,2
O0000034729,7,2
O0000013550,23,5
O0000033589,12,3
O0000009138,6,2
O0000030299,4,2
O0000015249,24,1
O0000021021,7,1
O0000023925,17,5
O0000025607,20,4
O0000000483,4,1
O0000036311,3,4
O0000000105,20,5
O0000033868,16,2
O0000036548,13,5
O0000026232,10,4
O0000014951,15,3
O0000023733,8,2
O0000005548,6,3
O0000014413,7,3
O0000027953,21,4
O0000028893,24,2
O0000038669,19,4
O0000003305,22,4
O0000003505,9,3
O0000032682,7,1
O0000016141,2,1
O0000002471,13,4
O0000028187,12,2
O0000024896,19,1
O0000008762,3,1
O0000007084,21,2
O0000011592,1,5
O0000041945,15,2
O0000023826,12,1
O0000023320,13,5
O0000004824,18,5
O0000010107,10,4
O0000039729,14,5
O0000010266,14,4
O0000041749,13,2
O0000012978,23,3
O0000020769,2,2
O0000023060,22,5
O0000008677,23,4
O0000018875,3,1
O0000004237,22,2
O0000030211,9,3
O0000026110,4,4
O0000031476,18,2
O0000011822,4,4
O0000010832,1,2
O0000036822,9,3
O0000007780,22,2
O0000010328,24,4
O0000037499,19,3
O0000002707,9,3
O0000020367,21,5
O0000006719,6,3
O0000039229,13,1
O0000008628,24,1
O0000027425,16,3
O0000037546,23,5
O0000032282,1,2
O0000037063,13,3
O0000006141,8,4
O0000000622,15,3
O0000042221,16,2
O0000014522,8,4
O0000017257,19,5
O0000029663,5,2
O0000041477,1,1
O0000031488,15,5
O0000030395,16,5
O0000006705,12,5
O0000038114,20,2
O0000022388,5,5
O0000007709,8,1
O0000039279,24,4
O0000006864,16,1
O0000030961,14,5
O0000012046,6,2
O0000036777,19,5
O0000002258,9,2
O0000009288,10,2
O0000010765,11,5
O0000008795,1,5
O0000000803,10,5
O0000023844,10,2
O0000037985,9,4
O0000001096,5,4
O0000037887,7,5
O0000012118,19,5
O0000041821,15,4
O0000010349,8,1
O0000032421,5,4
O0000008899,11,4
O0000029021,18,3
O0000026588,4,2
O0000002107,22,5
O0000010808,6,1
O0000022028,4,5
O0000001284,10,5
O0000011824,4,3
O0000020628,12,2
O0000028510,2,3
O0000014172,18,5
O0000023950,11,1
O0000009833,10,4
O0000026389,5,1
O0000020275,15,4
O0000034916,16,4
O0000021465,11,4
O0000017524,16,4
O0000020529,1,4
O0000033749,18,5
O0000038963,13,3
O0000013122,5,3
O0000031237,20,1
O0000035405,15,5
O0000030471,4,1
O0000026622,19,4
O0000023009,12,2
O0000001110,10,5
O0000027943,10,2
O0000029594,1,2
O0000025660,2,2
O0000040426,5,1
O0000005993,19,5
O0000028519,14,2
O0000037069,14,2
O0000035566,12,2
O0000029032,4,4
O0000004882,13,1
O0000004155,21,5
O0000027010,23,3
O0000007692,24,2
O0000034375,18,4
O0000039168,3,3
O0000040523,20,5
O0000002813,23,2
O0000002432,11,5
O0000009574,3,2
O0000016133,1,3
O0000020658,22,1
O0000035601,15,1
O0000026705,21,5
O0000030917,4,5
O0000001996,1,2
O0000027693,19,3
O0000019622,9,5
O0000028697,12,4
O0000027618,19,4
O0000009210,11,1
O0000031725,8,2
O0000018550,14,2
O0000038301,7,4
O0000031005,15,1
O0000010239,19,2
O0000031428,12,1
O0000024479,21,2
O0000012174,15,2
O0000020471,19,5
O0000030921,1,3
O0000027229,23,5
O0000013243,23,3
O0000010039,3,3
O0000029833,1,4
O0000009822,3,3
O0000041306,9,2
O0000020132,5,2
O0000007655,2,1
O0000022702,18,1
O0000019504,20,4
O0000006718,15,3
O0000019499,19,4
O0000027747,3,4
O0000018079,9,4
O0000011784,14,1
O0000039281,7,5
O0000040833,20,4
O0000026868,5,4
O0000018927,14,3
O0000029247,8,3
O0000039270,11,1
O0000041984,24,1
O0000001520,9,5
O0000018057,14,2
O0000024957,24,1
O0000007246,7,3
O0000017420,21,1
O0000032898,7,3
O0000023950,1,4
O0000008575,17,4
O0000029665,17,3
O0000036104,11,4
O0000000377,2,5
O0000027353,8,5
O0000035083,19,5
O0000040076,10,3
O0000017606,6,1
O0000025740,20,3
O0000021704,9,4
O0000011138,22,5
O0000013933,15,3
O0000019712,3,1
O0000007617,20,4
O0000001979,11,4
O0000039542,1,5
O0000020583,10,2
O0000022732,20,1
O0000003753,19,4
O0000007627,23,5
O0000001476,15,2
O0000041064,13,4
O0000005147,17,4
O0000009640,4,1
O0000012364,5,5
O0000019284,2,1
O0000024057,16,2
O0000034079,4,2
O0000039545,14,4
O0000033673,10,4
O0000005115,8,4
O0000018570,23,2
O0000029765,24,3
O0000006006,8,2
O0000022250,13,5
O0000015839,22,4
O0000012876,6,5
O0000024766,9,2
O0000013122,12,1
O0000014238,16,4
O0000030272,13,5
O0000026338,5,5
O0000036825,22,2
O0000022757,14,2
O0000024673,2,2
O0000039707,8,2
O0000016368,7,5
O0000019986,16,5
O0000012518,19,3
O0000000790,14,5
O0000036529,20,4
O0000039457,15,1
O0000016216,6,3
O0000030429,24,5
O0000021001,9,1
O0000027740,8,4
O0000019953,9,2
O0000027957,17,2
O0000003183,16,2
O0000042802,16,5
O0000002873,7,5
O0000007518,3,2
O0000024603,3,1
O0000010373,15,2
O0000030640,20,1
O0000002061,12,4
O0000029794,2,2
O0000034652,23,2
O0000012586,16,3
O0000003912,11,3
O0000007406,15,4
O0000000859,19,4
O0000001060,2,1
O0000034922,1,2
O0000006087,22,1
O0000012904,23,4
O0000039129,15,3
O0000039888,17,3
O0000003159,1,1
O0000015187,12,5
O0000017390,22,2
O0000042862,2,2
O0000026365,19,5
O0000039042,20,5
O0000040415,7,1
O0000021629,18,3
O0000009230,13,4
O0000027279,14,1
O0000042648,15,5
O0000017352,24,4
O0000029353,20,4
O0000033512,17,1
O0000035931,22,2
O0000019613,2,2
O0000004242,13,3
O0000026606,13,4
O0000037006,21,5
O0000021324,24,4
O0000018755,20,3
O0000038900,7,2
O0000027662,3,1
O0000000916,11,5
O0000023105,21,3
O0000018714,21,1
O0000034072,19,3
O0000003172,22,3
O0000010491,10,4
O0000039685,17,4
O0000028301,2,3
O0000020926,7,3
O0000035993,6,5
O0000027246,5,2
O0000023103,15,1
O0000043010,13,3
O0000042548,22,2
O0000020051,12,5
O0000008279,23,4
O0000004437,20,4
O0000014211,11,1
O0000033786,7,2
O0000035361,2,2
O0000020935,12,2
O0000004055,15,1
O0000004987,13,3
O0000033660,11,5
O0000027670,21,2
O0000013311,20,4
O0000008139,22,5
O0000011716,23,3
O0000040917,20,3
O0000015721,1,5
O0000000685,14,4
O0000042936,4,4
O0000027437,23,1
O0000029415,5,3
O0000032889,13,2
O0000006396,8,1
O0000019350,4,3
O0000031089,23,4
O0000040107,24,4
O0000017754,16,2
O0000040338,24,1
O0000040747,22,2
O0000008611,11,2
O0000042736,19,1
O0000001266,14,2
O0000006762,17,1
O0000002062,18,2
O0000040359,13,3
O0000019860,13,3
O0000002330,17,2
O0000035477,7,2
O0000028608,12,1
O0000002539,19,2
O0000023296,24,1
O0000003100,1,5
O0000001124,22,4
O0000040285,21,4
O0000042906,15,1
O0000032821,2,3
O0000016757,15,1
O0000039738,4,3
O0000013639,11,1
O0000028085,13,5
O0000017313,4,3
O0000030631,20,4
O0000013384,12,4
O0000000035,15,2
O0000003845,7,3
O0000042466,10,2
O0000006219,4,3
O0000039051,15,3
O0000036992,15,2
O0000018499,18,3
O0000010418,3,2
O0000031104,13,3
O0000013908,16,1
O0000035799,19,1
O0000022540,17,4
O0000023597,3,2
O0000035032,19,2
O0000033032,9,5
O0000038721,1,2
O0000034110,14,1
O0000001042,9,5
O0000036296,17,2
O0000023001,21,1
O0000009754,10,5
O0000000887,23,3
O0000022515,16,3
O0000031186,2,4
O0000030875,20,2
O0000031549,24,5
O0000003519,16,3
O0000036772,4,4
O0000020860,24,3
O0000038331,6,2
O0000040254,22,3
O0000016297,11,1
O0000026076,19,3
O0000015513,11,2
O0000019286,16,5
O0000003853,4,5
O0000015511,9,1
O0000041510,10,1
O0000017055,19,4
O0000019161,3,5
O0000014947,10,1
O0000019667,16,1
O0000024759,20,3
O0000011584,10,3
O0000004496,9,2
O0000012298,13,2
O0000033381,6,5
O0000019202,8,1
O0000025767,4,4
O0000020990,13,2
O0000033777,17,3
O0000033767,20,3
O0000001975,4,4
O0000036125,1,5
O0000031841,21,1
O0000020357,13,2
O0000042930,8,3
O0000038792,11,4
O0000038491,24,3
O0000023538,5,4
O0000001816,11,5
O0000042431,8,3
O0000034656,24,2
O0000004434,8,3
O0000022356,12,5
O0000029788,15,2
O0000039077,8,4
O0000007235,1,3
O0000007000,22,2
O0000031294,6,2
O0000009141,20,5
O0000012222,1,4
O0000033661,16,3
O0000016793,16,3
O0000017295,21,4
O0000038741,23,1
O0000023798,1,4
O0000008337,9,3
O0000038272,3,4
O0000021199,15,3
O0000031210,7,5
O0000010548,17,3
O0000033798,1,5
O0000000105,21,2
O0000002118,1,4
O0000033043,4,3
O0000022722,19,5
O0000001555,6,5
O0000016392,19,5
O0000009707,1,3
O0000000777,9,3
O0000011823,24,3
O0000027716,8,1
O0000016678,3,2
O0000041632,7,2
O0000039249,1,2
O0000036990,15,2
O0000012236,9,4
O0000036371,12,4
O0000038576,12,4
O0000030795,5,5
O0000037991,17,3
O0000014983,9,1
O0000007831,9,2
O0000000645,11,4
O0000031702,6,4
O0000021313,11,2
O0000003408,23,2
O0000016220,14,5
O0000032445,5,5
O0000024807,11,4
O0000022355,2,4
O0000003086,8,2
O0000023042,10,1
O0000013676,17,4
O0000010607,12,1
O0000016544,19,2
O0000019140,16,4
O0000021707,14,2
O0000009408,5,3
O0000030997,24,4
O0000022042,10,5
O0000000683,5,5
O0000027385,7,5
O0000030371,7,1
O0000026254,21,1
O0000015541,15,1
O0000017908,3,5
O0000014620,16,5
O0000025144,6,4
O0000010824,5,3
O0000009848,8,1
O0000041987,11,4
O0000032887,15,3
O0000025549,13,3
O0000028354,3,5
O0000021788,21,5
O0000011195,17,1
O0000004296,10,2
O0000035579,5,5
O0000018093,11,2
O0000025758,15,5
O0000018475,16,4
O0000014759,15,1
O0000009996,13,1
O0000008634,1,4
O0000029478,23,3
O0000011452,4,3
O0000016231,11,4
O0000033220,7,5
O0000018924,16,4
O0000017179,19,1
O0000007847,10,4
O0000008403,15,3
O0000016891,16,3
O0000020238,2,1
O0000000499,18,5
O0000024836,21,3
O0000011866,7,5
O0000035813,11,4
O0000041036,23,5
O0000040170,2,1
O0000022296,18,1
O0000034221,1,4
O0000039756,18,1
O0000034169,3,1
O0000006224,8,3
O0000028569,9,1
O0000001047,9,2
O0000031495,4,4
O0000030432,7,5
O0000013481,15,1
O0000040664,21,4
O0000019755,1,3
O0000040744,7,1
O0000029690,1,3
O0000012860,20,1
O0000011924,16,3
O0000022772,6,2
O0000013648,9,2
O0000030285,18,2
O0000018583,6,3
O0000042588,1,4
O0000025413,22,4
O0000042854,21,3
O0000011292,4,4
O0000012979,24,4
O0000003629,20,3
O0000033900,3,5
O0000012769,9,4
O0000022753,5,1
O0000017054,4,1
O0000004234,5,4
O0000011499,16,1
O0000036181,15,3
O0000009642,10,3
O0000012957,4,4
O0000027719,22,3
O0000002651,3,3
O0000011933,2,4
O0000001799,19,2
O0000010797,1,2
O0000017524,17,4
O0000009110,23,5
O0000031500,18,1
O0000001141,23,4
O0000036817,20,3
O0000024980,5,1
O0000004953,5,1
O0000042483,20,2
O0000012537,10,4
O0000009841,7,3
O0000020342,3,2
O0000023128,24,5
O0000000976,16,2
O0000038878,14,3
O0000017695,6,2
O0000039710,14,3
O0000013939,8,5
O0000014224,21,1
O0000000206,3,2
O0000038718,11,3
O0000027598,2,3
O0000007369,21,3
O0000017260,19,3
O0000012033,2,2
O0000038349,19,2
O0000004702,4,4
O0000025201,10,1
O0000012372,8,2
O0000032870,1,3
O0000004983,17,3
O0000019095,18,2
O0000011096,21,4
O0000014980,22,5
O0000037920,3,2
O0000008294,14,1
O0000020842,17,1
O0000006197,17,1
O0000012243,14,1
O0000025580,23,1
O0000006881,14,5
O0000031106,9,3
O0000011583,3,5
O0000017430,19,2
O0000027023,17,5
O0000032008,23,3
O0000017840,19,2
O0000007897,13,2
O0000015766,5,5
O0000027829,2,2
O0000034189,3,1
O0000003987,22,3
O0000005095,10,4
O0000037010,10,5
O0000009450,22,2
O0000005285,6,4
O0000018223,9,4
O0000038299,11,5
O0000006317,16,5
O0000028264,5,5
O0000035527,6,4
O0000039794,6,4
O0000010723,3,4
O0000011345,17,3
O0000011925,19,1
O0000023511,18,5
O0000003626,12,5
O0000008701,19,2
O0000027411,15,5
O0000019793,8,2
O0000011509,9,5
O0000042206,13,2
O0000009892,2,2
O0000034344,4,5
O0000006355,18,2
O0000038974,9,1
O0000002566,9,5
O0000003034,16,5
O0000042951,6,1
O0000014875,11,2
O0000019103,3,3
O0000038714,1,5
O0000035806,6,4
O0000031626,18,3
O0000010577,4,4
O0000042795,23,3
O0000020805,11,5
O0000015768,21,4
O0000005358,21,5
O0000027890,15,5
O0000000440,7,2
O0000011585,11,4
O0000016829,6,5
O0000006844,21,4
O0000024031,19,3
O0000014569,23,5
O0000017547,4,1
O0000011249,20,1
O0000029347,12,3
O0000015107,15,2
O0000033032,17,4
O0000026289,18,2
O0000014572,3,2
O0000028502,13,1
O0000033456,16,4
O0000038340,12,1
O0000025687,22,3
O0000010571,1,4
O0000023269,14,1
O0000039431,4,1
O0000035225,6,5
O0000018565,1,3
O0000016687,16,5
O0000028798,2,3
O0000004157,11,5
O0000036247,21,2
O0000025591,8,4
O0000000657,23,5
O0000027442,19,5
O0000032195,20,5
O0000021447,3,1
O0000018690,10,5
O0000013569,20,4
O0000022447,7,3
O0000040965,5,5
O0000029886,15,1
O0000024127,22,2
O0000041120,19,3
O0000041611,13,1
O0000040833,5,5
O0000041566,13,4
O0000020472,20,2
O0000008516,1,5
O0000038648,9,4
O0000018540,11,2
O0000005194,17,2
O0000007066,10,1
O0000029742,23,1
O0000024218,15,4
O0000037880,15,5
O0000030924,12,4
O0000021647,20,1
O0000013146,12,1
O0000039513,13,5
O0000002532,19,1
O0000036577,3,4
O0000028943,24,1
O0000016010,19,4
O0000017859,4,3
O0000006082,13,3
O0000025981,5,1
O0000027303,3,5
O0000028406,2,3
O0000018936,20,2
O0000032036,12,1
O0000001325,12,5
O0000041469,1,2
O0000035556,9,2
O0000019140,23,4
O0000038133,3,1
O0000039739,4,3
O0000026189,8,5
O0000036648,9,5
O0000040698,11,4
O0000040320,3,2
O0000019574,3,4
O0000017293,20,1
O0000016988,6,2
O0000042108,12,2
O0000023631,10,1
O0000005332,4,4
O0000037266,1,5
O0000041697,17,1
O0000025304,24,4
O0000022818,11,5
O0000020252,12,4
O0000028159,10,1
O0000019692,16,1
O0000028548,15,4
O0000010356,5,4
O0000013926,10,2
O0000020402,17,3
O0000012449,23,3
O0000031946,16,4
O0000008416,3,2
O0000016803,4,1
O0000019521,14,3
O0000018770,11,5
O0000029163,20,2
O0000014933,7,2
O0000007310,7,1
O0000027143,11,4
O0000010938,15,4
O0000028684,15,3
O0000002380,9,4
O0000041982,14,1
O0000005609,11,1
O0000011672,24,4
O0000028116,1,1
O0000016438,11,4
O0000023056,18,1
O0000019368,14,1
O0000016287,2,5
O0000038814,2,5
O0000040142,23,5
O0000012533,19,1
O0000028831,13,1
O0000022849,4,5
O0000004069,10,4
O0000033872,9,5
O0000040566,1,2
O0000002513,5,2
O0000012274,24,3
O0000039829,12,2
O0000006506,24,1
O0000013389,11,2
O0000005315,9,2
O0000023456,5,3
O0000012578,9,2
O0000035572,9,3
O0000011105,19,5
O0000024237,18,4
O0000012135,8,1
O0000007871,2,3
O0000026879,16,2
O0000028013,5,1
O0000043186,15,1
O0000019782,8,4
O0000007628,11,5
O0000032828,1,5
O0000003061,2,3
O0000009860,17,3
O0000019429,1,3
O0000042680,1,3
O0000023790,9,3
O0000017679,12,3
O0000039807,5,4
O0000041019,6,3
O0000005925,2,5
O0000025007,23,5
O0000007658,4,4
O0000003882,1,2
O0000013091,17,2
O0000041947,5,5
O0000013495,18,4
O0000029931,5,1
O0000022826,20,1
O0000013239,1,2
O0000018628,13,4
O0000013689,18,3
O0000025034,6,5
O0000035799,10,2
O0000007727,15,3
O0000021478,6,3
O0000011228,12,3
O0000003093,15,2
O0000001474,20,1
O0000027871,5,3
O0000031518,4,5
O0000035169,19,2
O0000037426,24,3
O0000005347,9,2
O0000032671,5,5
O0000032885,24,1
O0000009991,11,5
O0000004285,9,5
O0000019171,21,1
O0000007982,22,5
O0000036462,18,4
O0000035003,24,5
O0000025158,14,2
O0000015509,19,4
O0000004317,15,1
O0000003094,1,2
O0000031775,24,2
O0000030722,6,2
O0000022614,18,4
O0000030982,2,3
O0000033117,4,5
O0000022718,19,1
O0000012326,4,3
O0000005738,22,5
O0000001238,21,4
O0000014435,22,4
O0000009044,6,4
O0000023173,5,3
O0000007017,16,2
O0000007118,17,1
O0000015801,12,3
O0000003679,14,2
O0000018394,17,2
O0000023020,9,5
O0000011936,15,4
O0000028416,16,4
O0000025233,13,1
O0000024274,2,1
O0000017038,23,2
O0000005710,7,1
O0000026776,4,4
O0000025645,10,4
O0000013014,4,5
O0000031776,17,5
O0000018861,16,4
O0000013161,21,1
O0000020612,2,5
O0000009171,17,2
O0000007212,18,4
O0000040313,15,3
O0000027409,15,1
O0000003993,3,5
O0000028022,15,1
O0000029718,15,5
O0000018369,13,2
O0000032914,20,2
O0000035203,21,2
O0000016259,21,4
O0000014402,7,3
O0000016758,5,1
O0000035675,18,5
O0000022646,3,3
O0000013817,16,2
O0000009069,22,2
O0000032104,20,5
O0000005780,3,4
O0000041078,4,4
O0000006961,23,3
O0000030168,1,3
O0000034300,6,4
O0000026782,8,2
O0000023007,10,3
O0000000974,19,2
O0000032331,23,4
O0000014261,2,5
O0000034630,6,4
O0000028353,17,5
O0000026569,23,2
O0000011279,1,2
O0000027876,22,2
O0000038598,13,5
O0000012237,17,5
O0000042936,12,4
O0000011018,10,4
O0000005976,20,1
O0000012256,12,3
O0000026153,4,2
O0000023255,9,4
O0000035892,15,2
O0000034147,22,1
O0000037333,24,4
O0000003951,14,4
O0000011284,17,2
O0000034140,20,3
O0000039738,6,5
O0000010076,20,2
O0000029591,12,3
O0000004893,1,1
O0000016922,23,5
O0000013933,2,4
O0000021294,15,2
O0000004700,1,1
O0000006152,3,3
O0000000814,2,4
O0000022755,15,2
O0000037568,13,4
O0000010534,5,3
O0000003302,21,1
O0000002534,19,3
O0000032746,14,3
O0000039819,21,5
O0000030986,22,1
O0000030626,3,1
O0000024873,1,1
O0000031887,7,3
O0000013861,23,1
O0000039355,3,2
O0000018324,23,3
O0000037959,7,1
O0000011737,14,5
O0000030020,7,4
O0000022812,11,2
O0000006671,22,1
O0000027782,20,2
O0000017797,15,4
O0000041491,12,5
O0000033673,20,4
O0000002555,14,5
O0000024128,6,5
O0000012838,13,1
O0000001463,17,4
O0000034639,14,5
O0000022488,4,4
O0000022585,12,4
O0000038617,23,3
O0000015946,18,2
O0000014631,15,2
O0000004752,22,1
O0000015808,16,3
O0000000855,23,4
O0000022029,6,1
O0000012109,12,1
O0000027206,5,2
O0000008599,24,1
O0000036599,7,5
O0000029962,16,2
O0000014296,4,4
O0000009679,16,4
O0000030145,24,3
O0000009553,21,1
O0000025681,12,2
O0000003030,19,5
O0000042033,2,5
O0000003413,20,4
O0000005403,19,2
O0000036486,13,1
O0000030776,16,5
O0000032205,6,2
O0000010695,5,5
O0000016723,20,3
O0000040412,21,2
O0000032301,16,2
O0000028372,10,4
O0000041802,12,2
O0000026427,24,2
O0000029454,1,5
O0000007897,21,3
O0000041211,18,3
O0000025808,7,2
O0000011932,18,2
O0000002772,14,5
O0000014896,18,3
O0000027261,17,5
O0000002185,21,4
O0000024369,3,5
O0000036629,2,4
O0000018138,12,1
O0000022065,15,5
O0000012263,13,5
O0000014030,16,4
O0000013457,7,2
O0000028680,23,2
O0000032764,14,3
O0000020227,5,5
O0000038948,2,3
O0000011063,19,5
O0000020077,3,4
O0000021892,7,3
O0000003319,14,2
O0000040550,14,1
O0000038071,16,2
O0000002243,7,4
O0000026927,6,4
O0000040854,23,5
O0000000819,15,3
O0000036189,12,1
O0000029669,5,1
O0000018317,16,3
O0000037810,6,2
O0000000057,14,4
O0000016992,17,4
O0000002793,1,4
O0000040000,21,2
O0000006772,12,5
O0000001639,5,3
O0000029512,14,2
O0000026804,22,4
O0000028636,10,4
O0000011722,7,1
O0000026644,15,3
O0000022677,8,1
O0000041006,21,4
O0000010107,22,4
O0000000170,12,3
O0000007544,22,3
O0000006831,2,1
O0000014546,10,4
O0000038493,21,5
O0000030780,10,5
O0000013266,16,2
O0000006258,9,1
O0000010546,2,4
O0000006080,18,1
O0000001941,9,1
O0000015945,18,4
O0000042090,10,5
O0000007376,8,1
O0000028800,2,3
O0000009672,19,5
O0000005602,16,1
O0000034274,2,5
O0000038342,14,4
O0000032802,16,4
O0000011363,15,5
O0000006885,11,5
O0000039471,8,3
O0000007675,13,5
O0000016528,10,3
O0000015715,23,3
O0000040364,8,3
O0000026894,1,2
O0000023315,5,2
O0000029732,7,3
O0000019940,1,2
O0000016886,15,2
O0000028424,2,5
O0000024325,6,1
O0000003880,9,1
O0000023384,10,1
O0000013657,3,1
O0000018991,19,2
O0000031533,4,5
O0000012992,1,2
O0000027197,14,1
O0000012552,24,3
O0000035697,13,4
O0000013040,19,3
O0000001795,18,5
O0000021083,19,5
