order_id,customer_id,branch_id,rating,payment_method,date,time
O0000001485,C0000001678,B004,3,Credit Card,2024-08-14,19:59:06.348537
O0000001486,C0000001880,B179,3,Credit Card,2024-04-14,11:10:59.096434
O0000001487,C0000001361,B119,4,Cash,2023-11-01,15:55:29.793000
O0000001488,C0000000057,B066,3,Credit Card,2024-07-10,18:54:47.421494
O0000001489,C0000001959,B084,5,Cash,2023-08-16,17:04:22.015805
O0000001490,C0000000819,B147,2,Mobile Payment,2023-09-01,15:06:18.826096
O0000001491,C0000000258,B049,3,Cash,2023-03-23,19:25:41.596518
O0000001492,C0000000033,B057,4,Cash,2024-05-07,08:06:11.668877
O0000001493,C0000001792,B087,5,Mobile Payment,2023-09-11,16:52:44.177034
O0000001494,C0000000552,B127,2,Credit Card,2023-11-13,08:18:46.201923
O0000001495,C0000002127,B178,5,Cash,2023-10-25,19:51:56.384149
O0000001496,C0000000807,B189,3,Cash,2024-02-19,18:50:07.935176
O0000001497,C0000001160,B022,4,Mobile Payment,2023-08-25,11:14:35.181025
O0000001498,C0000000355,B129,4,Credit Card,2024-08-02,14:58:38.024373
O0000001499,C0000001038,B042,2,Credit Card,2023-10-01,16:15:37.761484
O0000001500,C0000000761,B025,2,Cash,2023-08-16,10:46:15.185363
O0000001501,C0000001055,B010,5,Credit Card,2023-09-11,12:06:15.501878
O0000001502,C0000001677,B073,5,Mobile Payment,2024-04-29,14:01:41.633880
O0000001503,C0000001330,B200,1,Credit Card,2024-09-19,17:33:55.886136
O0000001504,C0000001631,B186,1,Mobile Payment,2024-07-01,15:02:43.329510
O0000001505,C0000000680,B170,1,Mobile Payment,2023-10-31,08:47:52.773020
O0000001506,C0000001982,B158,2,Credit Card,2023-07-04,11:56:41.326714
O0000001507,C0000001757,B109,3,Mobile Payment,2023-10-10,8:43:16.027295
O0000001508,C0000001594,B112,4,Credit Card,2023-08-06,13:06:18.806420
O0000001509,C0000000562,B073,1,Credit Card,2023-06-04,12:04:21.467405
O0000001510,C0000001846,B113,3,Cash,2023-04-29,11:11:31.353262
O0000001511,C0000001331,B142,2,Cash,2024-08-27,11:16:25.374796
O0000001512,C0000000698,B122,1,Cash,2023-11-12,17:55:39.183603
O0000001513,C0000000418,B228,2,Credit Card,2023-03-11,13:04:57.502645
O0000001514,C0000000082,B128,4,Mobile Payment,2023-08-31,18:31:46.609181
O0000001515,C0000001518,B090,5,Mobile Payment,2023-09-03,19:32:07.372457
O0000001516,C0000001883,B200,3,Mobile Payment,2023-11-21,17:53:07.491603
O0000001517,C0000001137,B057,1,Mobile Payment,2024-09-11,18:02:00.793042
O0000001518,C0000001358,B024,2,Cash,2024-09-09,14:18:47.282217
O0000001519,C0000001291,B035,5,Mobile Payment,2023-12-24,20:32:38.224717
O0000001520,C0000001790,B117,1,Mobile Payment,2024-01-26,20:44:28.521616
O0000001521,C0000000516,B121,2,Credit Card,2024-03-03,20:59:07.790354
O0000001522,C0000001757,B072,4,Credit Card,2023-11-14,14:11:54.902037
O0000001523,C0000002230,B085,5,Cash,2023-11-04,18:17:10.523303
O0000001524,C0000000169,B131,3,Mobile Payment,2023-07-18,13:30:45.408374
O0000001525,C0000002334,B170,3,Mobile Payment,2024-03-08,11:50:34.131257
O0000001526,C0000000033,B145,2,Cash,2023-02-28,9:41:22.597959
O0000001527,C0000000588,B187,3,Cash,2023-07-20,13:17:45.769410
O0000001528,C0000001805,B154,4,Cash,2024-07-17,10:19:58.227114
O0000001529,C0000000055,B127,1,Credit Card,2023-05-24,18:54:20.716980
O0000001530,C0000000710,B030,1,Credit Card,2024-09-03,20:56:41.290899
O0000001531,C0000001683,B010,2,Cash,2024-09-14,08:41:24.051550
O0000001532,C0000000803,B020,5,Credit Card,2023-12-30,20:33:04.289737
O0000001533,C0000001181,B137,5,Mobile Payment,2023-01-26,13:41:40.777441
O0000001534,C0000002229,B202,2,Mobile Payment,2023-03-01,21:42:48.548074
O0000001535,C0000001662,B208,2,Mobile Payment,2023-05-07,15:58:01.179373
O0000001536,C0000000338,B167,1,Mobile Payment,2023-07-26,16:00:04.636514
O0000001537,C0000001769,B149,2,Cash,2023-03-13,12:38:13.697217
O0000001538,C0000002318,B003,1,Cash,2024-05-19,16:13:27.399886
O0000001539,C0000002027,B091,5,Cash,2023-08-19,20:45:14.334386
O0000001540,C0000000236,B012,2,Mobile Payment,2023-05-28,19:21:48.779298
O0000001541,C0000000496,B137,1,Credit Card,2023-01-28,15:08:22.126286
O0000001542,C0000001476,B087,2,Credit Card,2023-08-30,19:47:19.528577
O0000001543,C0000000863,B070,2,Credit Card,2023-01-03,20:23:54.248353
O0000001544,C0000000616,B091,1,Credit Card,2023-03-15,15:59:03.732059
O0000001545,C0000000045,B165,5,Credit Card,2024-01-18,08:40:18.547176
O0000001546,C0000001123,B189,3,Cash,2024-08-14,17:36:55.243570
O0000001547,C0000002339,B224,4,Cash,2023-05-07,11:45:56.474381
O0000001548,C0000000586,B096,1,Mobile Payment,2024-04-13,15:02:43.371159
O0000001549,C0000002112,B055,2,Mobile Payment,2023-05-06,12:33:57.146473
O0000001550,C0000000762,B033,5,Mobile Payment,2023-01-01,21:41:32.910361
O0000001551,C0000001200,B037,2,Cash,2024-07-20,15:42:31.917757
O0000001552,C0000000244,B049,2,Mobile Payment,2024-06-19,7:20:45.64707
O0000001553,C0000000711,B098,3,Cash,2023-02-12,10:29:48.910066
O0000001554,C0000002281,B057,1,Credit Card,2023-04-23,21:22:21.270815
O0000001555,C0000000547,B226,2,Mobile Payment,2023-05-29,13:58:20.507056
O0000001556,C0000001548,B007,5,Cash,2024-08-10,21:04:57.184631
O0000001557,C0000000379,B110,1,Mobile Payment,2023-08-30,12:31:01.144591
O0000001558,C0000002290,B163,1,Cash,2024-05-25,13:35:19.457853
O0000001559,C0000001703,B062,1,Credit Card,2023-10-03,14:19:05.301491
O0000001560,C0000002286,B120,2,Credit Card,2023-08-30,12:07:45.998008
O0000001561,C0000002242,B111,4,Mobile Payment,2024-04-28,19:38:43.964817
O0000001562,C0000001113,B144,1,Mobile Payment,2024-01-25,09:22:15.418464
O0000001563,C0000001357,B104,5,Cash,2023-06-20,07:25:11.667110
O0000001564,C0000000772,B091,3,Mobile Payment,2024-01-04,13:17:04.403239
O0000001565,C0000001682,B122,2,Cash,2024-03-21,17:20:10.274624
O0000001566,C0000001511,B154,4,Cash,2024-06-07,18:31:08.173692
O0000001567,C0000000776,B038,4,Credit Card,2024-03-04,8:30:35.379572
O0000001568,C0000000975,B051,3,Credit Card,2024-02-10,16:34:59.657608
O0000001569,C0000000247,B110,5,Cash,2024-01-12,19:58:38.073578
O0000001570,C0000000422,B188,3,Credit Card,2023-02-28,12:03:07.983462
O0000001571,C0000001184,B159,2,Credit Card,2024-08-20,17:04:57.482200
O0000001572,C0000000921,B023,3,Mobile Payment,2024-03-28,19:06:59.607292
O0000001573,C0000002198,B232,1,Credit Card,2023-06-22,13:21:00.715344
O0000001574,C0000000243,B036,3,Cash,2024-03-13,19:46:06.950827
O0000001575,C0000000412,B111,2,Cash,2024-01-28,14:06:44.117013
O0000001576,C0000000190,B204,2,Mobile Payment,2024-02-21,15:21:08.417111
O0000001577,C0000001238,B159,5,Mobile Payment,2023-08-28,14:40:50.585519
O0000001578,C0000000765,B066,2,Credit Card,2023-12-29,11:03:30.898299
O0000001579,C0000002242,B096,4,Credit Card,2024-02-22,09:11:49.782556
O0000001580,C0000000466,B016,5,Mobile Payment,2023-05-08,12:31:23.247972
O0000001581,C0000001346,B025,5,Cash,2023-11-18,15:04:22.149643
O0000001582,C0000002048,B100,4,Cash,2023-03-18,19:25:07.382251
O0000001583,C0000001115,B213,4,Credit Card,2023-03-08,17:37:50.142680
O0000001584,C0000002312,B003,4,Credit Card,2024-07-30,13:06:59.380748
O0000001585,C0000001611,B069,3,Mobile Payment,2023-03-20,18:14:47.081864
O0000001586,C0000001143,B224,5,Credit Card,2024-07-18,16:03:50.166106
O0000001587,C0000001579,B132,1,Mobile Payment,2023-10-25,20:07:00.274745
O0000001588,C0000000245,B173,3,Cash,2023-10-15,16:01:55.581666
O0000001589,C0000001200,B057,1,Cash,2023-08-03,13:13:30.633409
O0000001590,C0000002236,B044,5,Mobile Payment,2023-09-21,18:54:48.621993
O0000001591,C0000000594,B042,3,Mobile Payment,2023-08-27,13:14:06.721281
O0000001592,C0000001383,B007,4,Cash,2023-12-24,21:42:54.970333
O0000001593,C0000000781,B200,1,Mobile Payment,2023-08-01,21:16:53.181839
O0000001594,C0000000731,B150,2,Cash,2024-06-03,19:04:57.717316
O0000001595,C0000000612,B218,4,Credit Card,2023-05-28,16:45:14.044024
O0000001596,C0000001639,B042,2,Mobile Payment,2023-06-07,16:01:02.841965
O0000001597,C0000002152,B019,4,Credit Card,2023-10-31,18:18:16.294738
O0000001598,C0000002271,B149,1,Credit Card,2024-08-14,07:40:38.909577
O0000001599,C0000002081,B124,3,Cash,2023-01-16,12:58:00.759872
O0000001600,C0000002253,B141,4,Credit Card,2024-04-02,11:12:31.884935
O0000001601,C0000000065,B007,2,Mobile Payment,2023-01-04,19:09:41.949508
O0000001602,C0000001417,B015,2,Mobile Payment,2023-09-14,21:32:28.677195
O0000001603,C0000001842,B153,1,Mobile Payment,2024-04-28,7:19:53.794236
O0000001604,C0000002133,B083,3,Mobile Payment,2023-10-10,9:07:06.311038
O0000001605,C0000001466,B088,3,Mobile Payment,2023-09-29,14:19:47.897976
O0000001606,C0000001508,B113,5,Credit Card,2023-06-10,11:11:28.644701
O0000001607,C0000001787,B009,3,Cash,2023-10-28,10:30:01.809245
O0000001608,C0000001707,B025,2,Credit Card,2023-05-25,08:16:54.968568
O0000001609,C0000001974,B141,4,Cash,2023-06-29,19:59:13.562747
O0000001610,C0000002304,B091,5,Credit Card,2024-02-18,11:00:02.257015
O0000001611,C0000000150,B060,3,Mobile Payment,2024-01-15,13:46:30.604854
O0000001612,C0000001379,B021,4,Credit Card,2024-08-10,19:39:41.113233
O0000001613,C0000001756,B198,5,Credit Card,2024-09-04,16:28:22.905685
O0000001614,C0000000789,B018,5,Credit Card,2023-11-27,08:08:08.183414
O0000001615,C0000000292,B069,4,Mobile Payment,2023-02-25,08:50:25.439492
O0000001616,C0000000855,B129,5,Credit Card,2023-07-09,15:36:46.261209
O0000001617,C0000001340,B203,1,Mobile Payment,2023-11-24,10:41:47.632763
O0000001618,C0000000034,B150,2,Credit Card,2024-03-01,16:33:23.024842
O0000001619,C0000000064,B033,2,Credit Card,2024-08-21,08:23:01.955965
O0000001620,C0000001198,B048,2,Mobile Payment,2023-04-09,12:03:25.318633
O0000001621,C0000000167,B153,2,Cash,2023-01-24,10:45:42.164941
O0000001622,C0000001338,B106,5,Mobile Payment,2024-07-04,17:29:02.210209
O0000001623,C0000002118,B046,5,Cash,2024-05-24,14:56:07.998392
O0000001624,C0000002118,B214,3,Credit Card,2024-04-29,20:43:10.883750
O0000001625,C0000001602,B172,4,Credit Card,2023-10-24,07:55:41.554921
O0000001626,C0000000725,B067,2,Mobile Payment,2024-03-04,14:38:26.363697
O0000001627,C0000001507,B113,3,Credit Card,2023-09-18,13:50:45.271325
O0000001628,C0000000180,B115,4,Mobile Payment,2023-05-02,10:45:27.002951
O0000001629,C0000000036,B079,2,Mobile Payment,2023-09-05,21:34:23.818911
O0000001630,C0000000370,B153,2,Cash,2024-05-12,16:57:47.227953
O0000001631,C0000000958,B228,2,Cash,2024-05-22,14:43:08.026123
O0000001632,C0000000370,B087,2,Mobile Payment,2024-08-30,19:05:06.706296
O0000001633,C0000000341,B025,1,Mobile Payment,2024-07-15,08:04:31.380602
O0000001634,C0000002293,B018,5,Credit Card,2024-03-07,07:57:34.882002
O0000001635,C0000001635,B064,5,Cash,2023-11-26,09:51:11.752274
O0000001636,C0000000433,B021,5,Mobile Payment,2024-04-02,19:00:02.953154
O0000001637,C0000001359,B139,3,Mobile Payment,2023-04-26,20:28:15.058976
O0000001638,C0000001740,B152,4,Credit Card,2024-08-06,17:36:12.305789
O0000001639,C0000001912,B012,1,Mobile Payment,2024-03-26,14:44:08.437018
O0000001640,C0000000318,B008,4,Mobile Payment,2024-01-11,9:28:29.077139
O0000001641,C0000001413,B175,1,Mobile Payment,2023-10-02,11:25:38.609807
O0000001642,C0000001165,B030,1,Credit Card,2024-02-05,15:13:33.706815
O0000001643,C0000000775,B058,5,Credit Card,2024-01-26,14:28:34.509624
O0000001644,C0000002000,B196,1,Credit Card,2024-07-22,09:51:35.606529
O0000001645,C0000000818,B117,2,Mobile Payment,2023-12-27,21:02:01.527883
O0000001646,C0000000596,B224,2,Mobile Payment,2023-05-15,7:24:48.114111
O0000001647,C0000001011,B050,2,Credit Card,2023-10-07,21:47:25.476548
O0000001648,C0000000322,B061,2,Cash,2023-06-03,15:31:11.250489
O0000001649,C0000000473,B172,5,Cash,2024-07-26,7:22:45.085303
O0000001650,C0000001885,B092,2,Credit Card,2024-06-17,10:08:42.451775
O0000001651,C0000000687,B065,3,Mobile Payment,2023-12-18,11:38:10.627997
O0000001652,C0000001214,B140,3,Credit Card,2023-05-05,8:37:26.667682
O0000001653,C0000000606,B047,1,Credit Card,2023-01-28,12:50:05.096885
O0000001654,C0000001852,B044,4,Mobile Payment,2023-03-26,20:16:56.844411
O0000001655,C0000000519,B032,3,Cash,2023-10-08,15:42:53.174478
O0000001656,C0000001790,B049,1,Cash,2024-03-02,08:21:30.253661
O0000001657,C0000000787,B041,5,Cash,2023-05-22,15:36:25.106964
O0000001658,C0000000294,B120,5,Cash,2024-03-08,20:55:40.401160
O0000001659,C0000001213,B009,4,Cash,2024-06-29,9:45:31.077084
O0000001660,C0000000113,B072,2,Credit Card,2024-04-23,20:36:23.245111
O0000001661,C0000000342,B061,2,Cash,2023-09-27,19:12:25.939771
O0000001662,C0000001844,B032,1,Mobile Payment,2024-02-13,08:10:37.612431
O0000001663,C0000001558,B078,5,Mobile Payment,2024-09-17,20:23:54.401899
O0000001664,C0000001071,B163,5,Mobile Payment,2024-07-13,11:50:36.402640
O0000001665,C0000002224,B127,4,Mobile Payment,2023-08-02,20:04:35.603808
O0000001666,C0000002016,B188,5,Mobile Payment,2024-03-09,10:59:32.721303
O0000001667,C0000000711,B182,2,Cash,2023-04-14,14:02:55.271144
O0000001668,C0000000229,B025,5,Cash,2023-12-19,11:09:02.824894
O0000001669,C0000000689,B032,4,Credit Card,2023-08-14,11:05:47.307318
O0000001670,C0000001959,B040,4,Credit Card,2023-10-05,9:43:21.714327
O0000001671,C0000000215,B185,5,Credit Card,2023-10-05,13:08:37.996320
O0000001672,C0000002052,B047,1,Mobile Payment,2024-02-24,09:51:00.122695
O0000001673,C0000001679,B177,2,Credit Card,2024-06-18,15:38:06.386791
O0000001674,C0000001354,B071,3,Cash,2023-10-24,07:29:21.149000
O0000001675,C0000000959,B074,2,Mobile Payment,2023-04-03,16:42:33.507838
O0000001676,C0000002305,B156,4,Credit Card,2024-04-21,18:45:29.288472
O0000001677,C0000001004,B046,2,Mobile Payment,2024-04-20,07:38:41.427507
O0000001678,C0000001295,B075,1,Mobile Payment,2024-08-26,14:27:25.223127
O0000001679,C0000001688,B206,2,Cash,2023-09-07,8:33:59.231098
O0000001680,C0000001334,B192,5,Cash,2023-10-21,08:15:58.827897
O0000001681,C0000000765,B159,2,Mobile Payment,2023-12-08,20:35:31.158026
O0000001682,C0000000081,B021,5,Mobile Payment,2024-07-18,14:42:28.688499
O0000001683,C0000002205,B183,4,Credit Card,2024-03-21,07:51:19.998707
O0000001684,C0000001122,B177,3,Credit Card,2023-01-14,10:56:12.903148
O0000001685,C0000000084,B204,4,Mobile Payment,2023-05-12,11:31:30.311351
O0000001686,C0000001610,B166,4,Credit Card,2024-06-23,18:30:55.356746
O0000001687,C0000001675,B183,5,Cash,2024-01-06,7:42:14.715546
O0000001688,C0000000583,B107,3,Cash,2024-07-06,15:15:39.480292
O0000001689,C0000001500,B019,3,Credit Card,2023-09-18,15:46:55.911590
O0000001690,C0000000303,B166,3,Mobile Payment,2023-05-14,17:15:34.582899
O0000001691,C0000002143,B059,4,Credit Card,2023-01-03,14:50:36.909646
O0000001692,C0000000433,B232,2,Credit Card,2024-09-21,8:00:39.226716
O0000001693,C0000001541,B042,2,Credit Card,2023-03-28,16:51:18.240160
O0000001694,C0000002011,B180,2,Credit Card,2024-02-11,14:18:06.380136
O0000001695,C0000001601,B047,1,Cash,2023-11-06,16:17:07.195818
O0000001696,C0000002067,B015,5,Mobile Payment,2023-08-29,09:30:23.409722
O0000001697,C0000000103,B213,1,Cash,2023-12-06,17:05:15.487804
O0000001698,C0000000716,B145,5,Mobile Payment,2023-02-19,12:06:19.119625
O0000001699,C0000001903,B006,2,Cash,2024-09-05,10:09:21.627470
O0000001700,C0000001937,B197,5,Cash,2023-11-08,14:14:29.735676
O0000001701,C0000002151,B189,2,Cash,2023-01-10,16:02:53.373985
O0000001702,C0000001707,B132,1,Credit Card,2023-09-23,7:21:08.320565
O0000001703,C0000002319,B133,1,Cash,2024-04-23,20:00:42.768785
O0000001704,C0000001521,B134,5,Credit Card,2023-07-17,08:28:36.393855
O0000001705,C0000000238,B018,4,Cash,2024-04-16,20:09:51.586713
O0000001706,C0000001925,B209,5,Cash,2024-04-30,17:13:19.225852
O0000001707,C0000001221,B166,2,Credit Card,2023-06-01,9:07:19.438092
O0000001708,C0000000138,B191,2,Mobile Payment,2024-09-04,11:51:55.632949
O0000001709,C0000000655,B076,1,Cash,2023-01-18,15:15:57.687348
O0000001710,C0000002327,B101,4,Credit Card,2024-06-30,10:53:35.423185
O0000001711,C0000000150,B042,4,Credit Card,2023-11-21,19:26:51.596909
O0000001712,C0000001355,B137,4,Mobile Payment,2023-04-07,21:49:55.572287
O0000001713,C0000001395,B133,2,Credit Card,2023-06-13,09:36:56.152282
O0000001714,C0000000024,B210,4,Credit Card,2024-01-11,07:46:46.057938
O0000001715,C0000000961,B204,1,Mobile Payment,2023-06-26,16:07:44.896954
O0000001716,C0000001298,B051,4,Mobile Payment,2024-06-14,11:40:14.866238
O0000001717,C0000002054,B073,5,Credit Card,2023-05-19,19:46:20.078989
O0000001718,C0000000260,B054,3,Credit Card,2023-08-31,20:52:38.256688
O0000001719,C0000000520,B219,5,Credit Card,2023-11-17,11:52:32.579624
O0000001720,C0000001066,B025,4,Cash,2023-08-03,20:42:56.438895
O0000001721,C0000001343,B132,5,Mobile Payment,2024-06-05,8:58:12.809717
O0000001722,C0000000808,B206,1,Mobile Payment,2023-06-16,20:55:32.794015
O0000001723,C0000001071,B071,1,Cash,2023-02-26,11:24:11.084451
O0000001724,C0000001631,B002,5,Cash,2023-04-08,8:09:58.803144
O0000001725,C0000000330,B044,2,Credit Card,2024-02-01,11:07:00.719575
O0000001726,C0000000635,B081,5,Cash,2023-12-23,09:09:34.205406
O0000001727,C0000000950,B104,4,Cash,2023-02-10,10:40:30.605106
O0000001728,C0000001441,B064,3,Cash,2024-09-19,20:27:10.129385
O0000001729,C0000001522,B042,1,Credit Card,2023-10-31,8:26:39.288301
O0000001730,C0000001609,B116,2,Credit Card,2023-07-22,21:04:51.321214
O0000001731,C0000001390,B146,1,Credit Card,2024-04-06,15:27:28.318166
O0000001732,C0000001498,B045,3,Mobile Payment,2023-01-16,08:40:34.370096
O0000001733,C0000000954,B104,2,Credit Card,2023-10-02,14:34:31.829691
O0000001734,C0000002047,B221,1,Cash,2024-02-25,16:46:20.920122
O0000001735,C0000000236,B088,5,Credit Card,2024-08-31,10:17:19.806679
O0000001736,C0000001524,B174,1,Cash,2024-04-26,15:20:05.569483
O0000001737,C0000000011,B193,5,Mobile Payment,2024-07-13,18:00:46.390529
O0000001738,C0000000035,B075,4,Cash,2023-03-17,14:37:42.406506
O0000001739,C0000000856,B015,3,Cash,2023-09-29,18:36:17.868726
O0000001740,C0000002247,B207,4,Credit Card,2023-01-21,12:28:53.551659
O0000001741,C0000000474,B109,1,Credit Card,2023-06-22,12:02:27.803732
O0000001742,C0000000598,B144,4,Mobile Payment,2023-09-01,10:27:08.973063
O0000001743,C0000000890,B005,5,Cash,2023-08-06,10:09:13.418309
O0000001744,C0000000309,B145,2,Cash,2023-08-25,08:14:37.039555
O0000001745,C0000001104,B187,2,Credit Card,2024-05-22,20:18:04.627701
O0000001746,C0000000318,B098,2,Credit Card,2023-04-30,20:41:36.031389
O0000001747,C0000000860,B099,4,Credit Card,2024-06-05,09:19:29.125827
O0000001748,C0000000128,B191,4,Cash,2023-12-09,16:42:24.059103
O0000001749,C0000000877,B223,1,Mobile Payment,2023-08-03,8:06:58.600891
O0000001750,C0000000426,B147,5,Cash,2023-12-16,14:15:07.277369
O0000001751,C0000000411,B119,4,Cash,2023-04-13,12:54:47.091366
O0000001752,C0000000852,B138,4,Cash,2023-11-10,07:29:22.640822
O0000001753,C0000000141,B111,1,Cash,2023-01-14,19:11:02.350673
O0000001754,C0000002083,B130,5,Mobile Payment,2024-06-29,17:19:31.912615
O0000001755,C0000000041,B014,1,Credit Card,2023-07-29,16:23:13.992672
O0000001756,C0000001174,B162,2,Credit Card,2023-08-06,13:31:15.655599
O0000001757,C0000001265,B029,2,Cash,2024-09-21,07:22:02.664808
O0000001758,C0000001006,B078,5,Cash,2024-01-23,9:23:02.662985
O0000001759,C0000002032,B215,4,Mobile Payment,2023-09-22,17:42:26.154762
O0000001760,C0000001473,B184,1,Mobile Payment,2024-05-14,7:45:13.652425
O0000001761,C0000000115,B019,5,Cash,2023-02-12,18:56:36.804318
O0000001762,C0000001158,B112,5,Mobile Payment,2023-12-27,18:30:39.917210
O0000001763,C0000000660,B115,4,Cash,2023-11-26,16:39:00.018023
O0000001764,C0000001232,B159,3,Credit Card,2024-06-28,14:48:45.998876
O0000001765,C0000001081,B205,3,Credit Card,2024-01-06,16:43:49.873846
O0000001766,C0000001354,B086,4,Cash,2023-11-03,20:57:10.407315
O0000001767,C0000001829,B141,4,Credit Card,2023-11-25,19:26:21.818375
O0000001768,C0000002004,B199,3,Cash,2024-05-09,10:48:45.568715
O0000001769,C0000000762,B049,5,Mobile Payment,2023-08-08,15:16:07.361024
O0000001770,C0000001979,B045,4,Credit Card,2023-12-19,17:32:21.880716
O0000001771,C0000000023,B122,2,Credit Card,2024-03-23,08:01:24.454071
O0000001772,C0000002181,B062,4,Cash,2024-09-21,13:29:26.344492
O0000001773,C0000001627,B034,4,Credit Card,2024-03-14,16:00:25.468080
O0000001774,C0000002138,B005,5,Cash,2024-08-31,8:15:58.87685
O0000001775,C0000001042,B133,5,Cash,2023-09-10,08:05:48.714144
O0000001776,C0000000661,B109,3,Credit Card,2024-01-20,10:26:08.927995
O0000001777,C0000000350,B113,1,Mobile Payment,2024-04-16,07:17:57.355037
O0000001778,C0000000399,B161,3,Credit Card,2023-08-09,07:53:23.285044
O0000001779,C0000001300,B104,1,Mobile Payment,2023-06-20,14:15:11.938937
O0000001780,C0000000688,B163,1,Cash,2024-09-07,19:38:05.609496
O0000001781,C0000002257,B110,1,Cash,2023-08-09,09:40:51.723097
O0000001782,C0000001558,B048,4,Credit Card,2024-09-24,07:28:05.570781
O0000001783,C0000001737,B084,5,Cash,2024-06-22,19:52:12.345439
O0000001784,C0000000602,B082,2,Cash,2023-05-17,15:15:14.238173
O0000001785,C0000002071,B104,2,Credit Card,2024-06-07,17:50:16.137819
O0000001786,C0000000771,B082,1,Cash,2024-09-14,16:27:18.265722
O0000001787,C0000001546,B108,4,Mobile Payment,2023-06-25,14:17:07.421917
O0000001788,C0000001997,B112,2,Cash,2024-02-25,14:23:17.798679
O0000001789,C0000001336,B069,2,Mobile Payment,2024-05-01,16:00:48.684236
O0000001790,C0000002251,B190,2,Mobile Payment,2023-02-22,15:57:58.817489
O0000001791,C0000000723,B020,4,Credit Card,2024-06-02,16:57:14.280796
O0000001792,C0000001938,B045,2,Cash,2023-07-14,21:58:26.247007
O0000001793,C0000001593,B212,2,Credit Card,2024-03-22,16:43:04.316299
O0000001794,C0000000200,B042,2,Credit Card,2024-08-23,20:11:44.837170
O0000001795,C0000000288,B076,3,Cash,2023-01-23,18:50:51.707542
O0000001796,C0000000710,B131,1,Cash,2024-01-22,19:55:58.489083
O0000001797,C0000000840,B109,4,Cash,2023-07-04,21:48:32.527685
O0000001798,C0000000521,B153,5,Mobile Payment,2023-03-14,12:10:12.603320
O0000001799,C0000001555,B027,2,Credit Card,2024-03-26,8:46:52.98780
O0000001800,C0000002001,B112,4,Credit Card,2024-09-11,10:56:09.962865
O0000001801,C0000001026,B041,4,Mobile Payment,2023-11-21,20:22:45.176673
O0000001802,C0000002209,B225,4,Credit Card,2023-08-08,21:26:49.597210
O0000001803,C0000000471,B222,5,Mobile Payment,2023-10-11,20:48:29.540967
O0000001804,C0000001040,B113,5,Cash,2023-09-20,8:37:58.622473
O0000001805,C0000001241,B179,2,Cash,2023-12-03,08:38:46.233008
O0000001806,C0000002194,B103,4,Credit Card,2023-09-16,18:02:21.404415
O0000001807,C0000001161,B195,5,Credit Card,2023-02-20,19:48:30.589955
O0000001808,C0000002094,B065,2,Credit Card,2024-09-11,08:43:16.148835
O0000001809,C0000001916,B199,5,Credit Card,2024-09-22,11:58:18.534099
O0000001810,C0000002328,B094,1,Mobile Payment,2023-04-21,8:49:50.186913
O0000001811,C0000000649,B227,2,Credit Card,2023-06-02,10:15:01.359550
O0000001812,C0000001762,B082,3,Credit Card,2023-10-04,07:39:42.206784
O0000001813,C0000000995,B157,5,Cash,2024-03-17,20:37:53.576625
O0000001814,C0000000269,B196,2,Mobile Payment,2023-01-20,19:43:13.333234
O0000001815,C0000001307,B048,4,Cash,2024-06-12,08:18:02.185596
O0000001816,C0000000300,B067,3,Mobile Payment,2024-02-08,17:28:06.133090
O0000001817,C0000001316,B201,1,Mobile Payment,2023-06-20,07:03:13.162815
O0000001818,C0000001332,B008,5,Mobile Payment,2024-07-04,17:06:14.634019
O0000001819,C0000001198,B168,4,Cash,2024-02-23,15:08:09.759025
O0000001820,C0000000398,B223,4,Cash,2023-07-20,09:56:32.905551
O0000001821,C0000000200,B005,2,Cash,2023-12-13,10:37:43.235998
O0000001822,C0000000724,B209,1,Credit Card,2024-09-11,21:50:21.426890
O0000001823,C0000000980,B102,4,Mobile Payment,2023-01-31,15:03:52.160119
O0000001824,C0000002179,B002,3,Mobile Payment,2024-03-24,13:17:21.328991
O0000001825,C0000002170,B177,5,Mobile Payment,2024-06-21,14:30:13.966702
O0000001826,C0000002056,B202,4,Credit Card,2024-03-13,19:15:17.750759
O0000001827,C0000001954,B016,5,Credit Card,2023-03-30,13:03:06.446474
O0000001828,C0000001556,B150,3,Credit Card,2024-01-13,14:54:24.677152
O0000001829,C0000001745,B185,4,Credit Card,2024-05-12,10:23:59.117616
O0000001830,C0000001897,B127,1,Mobile Payment,2023-09-22,17:00:26.108748
O0000001831,C0000000103,B134,5,Cash,2024-01-04,07:28:55.584309
O0000001832,C0000000658,B204,3,Cash,2023-06-10,15:52:09.381150
O0000001833,C0000001901,B095,2,Cash,2023-07-17,18:34:03.502956
O0000001834,C0000001699,B226,2,Credit Card,2024-05-26,07:37:29.333157
O0000001835,C0000001666,B082,1,Mobile Payment,2023-11-06,13:05:11.212741
O0000001836,C0000002053,B165,4,Mobile Payment,2023-10-11,19:35:28.248745
O0000001837,C0000002250,B116,2,Credit Card,2023-03-19,17:00:04.576354
O0000001838,C0000000627,B207,4,Credit Card,2023-08-25,19:19:27.592849
O0000001839,C0000001439,B152,2,Credit Card,2023-11-26,18:57:17.896188
O0000001840,C0000001528,B007,1,Mobile Payment,2023-05-27,18:03:41.625180
O0000001841,C0000002178,B094,5,Cash,2024-05-25,10:59:37.714736
O0000001842,C0000000185,B231,5,Cash,2023-08-31,15:24:16.640819
